name,count,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace
Dominique,137,7.2989999999999995,72.993,16.058,2.92,0.0,0.73
Don,1253,0.7979999999999999,87.63,3.8310000000000004,7.422000000000001,0.239,0.08
Dona,171,0.585,94.73700000000001,1.17,2.339,0.0,1.17
Donal,39,0.0,100.0,0.0,0.0,0.0,0.0
Donald,12058,0.722,95.057,3.2510000000000003,0.722,0.166,0.083
Donato,40,12.5,70.0,0.0,17.5,0.0,0.0
Dong,188,0.0,2.66,0.0,97.34,0.0,0.0
Donita,60,0.0,86.667,13.333,0.0,0.0,0.0
Donn,98,3.0610000000000004,93.87799999999999,0.0,2.041,0.0,1.02
Donna,8969,1.126,95.083,2.609,0.937,0.1,0.145
Donnell,48,0.0,47.917,52.083,0.0,0.0,0.0
Donnie,244,0.82,83.197,13.115,2.049,0.82,0.0
Donny,52,0.0,78.846,7.692,13.462,0.0,0.0
Donovan,135,2.963,79.259,15.556,2.222,0.0,0.0
Dora,386,48.446000000000005,38.86,7.772,4.663,0.259,0.0
Dorcas,38,5.263,63.158,21.053,10.526,0.0,0.0
Doreen,633,2.6860000000000004,89.415,5.212999999999999,2.0540000000000003,0.316,0.316
Dorene,86,5.814,88.37200000000001,3.488,1.163,0.0,1.163
Dori,74,1.351,93.243,1.351,2.7030000000000003,0.0,1.351
Dorian,78,7.692,71.795,19.230999999999998,0.0,0.0,1.2819999999999998
Dorina,16,0.0,100.0,0.0,0.0,0.0,0.0
Dorinda,55,1.818,85.455,5.455,3.636,1.818,1.818
Doris,1332,6.306,76.27600000000001,13.437999999999999,3.378,0.225,0.375
Dorit,18,0.0,100.0,0.0,0.0,0.0,0.0
Doron,27,0.0,100.0,0.0,0.0,0.0,0.0
Dorota,62,1.6130000000000002,95.161,0.0,3.2260000000000004,0.0,0.0
Dorothea,120,0.833,80.833,15.0,2.5,0.0,0.833
Dorothy,2573,1.71,82.86,13.175,1.671,0.35,0.233
Doug,438,0.9129999999999999,95.89,0.228,2.968,0.0,0.0
Douglas,8505,0.7879999999999999,96.76700000000001,1.2109999999999999,1.011,0.08199999999999999,0.141
Douglass,53,0.0,96.226,1.8869999999999998,1.8869999999999998,0.0,0.0
Dov,24,0.0,100.0,0.0,0.0,0.0,0.0
Doyle,146,0.0,95.89,2.74,1.37,0.0,0.0
Dragan,35,0.0,97.14299999999999,0.0,2.8569999999999998,0.0,0.0
Drake,30,0.0,93.333,3.333,3.333,0.0,0.0
Drew,436,1.835,97.706,0.45899999999999996,0.0,0.0,0.0
Dru,31,0.0,100.0,0.0,0.0,0.0,0.0
Duane,1152,0.608,92.18799999999999,5.556,1.389,0.174,0.087
Duc,160,0.625,1.875,0.0,96.875,0.0,0.625
Dudley,58,1.724,82.759,12.069,3.448,0.0,0.0
Duke,47,4.255,61.702,0.0,31.915,0.0,2.128
Dulce,79,77.215,13.924000000000001,1.266,7.595,0.0,0.0
Duncan,145,0.69,93.103,6.207000000000001,0.0,0.0,0.0
Dung,213,0.469,2.347,0.0,96.714,0.0,0.469
Duong,38,0.0,5.263,0.0,94.73700000000001,0.0,0.0
Dustin,1179,0.848,97.116,0.254,1.187,0.424,0.17
Dusty,76,1.3159999999999998,97.368,0.0,1.3159999999999998,0.0,0.0
Duy,41,0.0,2.439,0.0,97.561,0.0,0.0
Dwain,49,0.0,83.67299999999999,16.327,0.0,0.0,0.0
Dwaine,36,2.778,86.111,11.110999999999999,0.0,0.0,0.0
Dwayne,488,0.82,74.795,23.156,0.82,0.41,0.0
Dwight,624,1.122,79.006,16.667,3.045,0.0,0.16
Dyan,39,2.5639999999999996,89.744,5.127999999999999,2.5639999999999996,0.0,0.0
Dylan,202,0.99,94.059,1.485,3.465,0.0,0.0
Dzung,25,0.0,0.0,0.0,100.0,0.0,0.0
Earl,977,0.716,83.82799999999999,13.408,1.8419999999999999,0.102,0.102
Earle,64,0.0,90.625,6.25,3.125,0.0,0.0
Earlene,47,0.0,74.468,23.404,2.128,0.0,0.0
Earline,33,0.0,48.485,48.485,3.03,0.0,0.0
Earnest,89,0.0,56.18,40.449,2.247,0.0,1.124
Earnestine,31,0.0,16.129,83.87100000000001,0.0,0.0,0.0
Ebony,58,3.448,5.172000000000001,87.931,1.724,1.724,0.0
Ed,134,4.478,84.32799999999999,0.746,8.955,0.746,0.746
Eddie,694,12.536,50.144,24.64,12.248,0.14400000000000002,0.28800000000000003
Eddy,108,34.259,45.37,12.963,7.407,0.0,0.0
Eden,67,7.462999999999999,53.731,13.433,20.896,1.493,2.985
Edgar,851,50.059,38.778,3.878,6.58,0.47,0.235
Edgardo,124,50.806000000000004,10.484000000000002,0.0,38.71,0.0,0.0
Edie,34,2.9410000000000003,94.118,0.0,0.0,0.0,2.9410000000000003
Edilberto,37,40.541,10.811,0.0,48.648999999999994,0.0,0.0
Edison,52,32.692,36.538000000000004,15.385,13.462,1.923,0.0
Edith,624,16.667,69.551,9.455,4.006,0.16,0.16
Edmond,205,2.927,73.65899999999999,7.805,15.61,0.0,0.0
Edmund,454,4.846,83.7,4.185,7.047999999999999,0.0,0.22
Edmundo,63,65.079,15.873,0.0,19.048,0.0,0.0
Edna,460,11.957,61.086999999999996,12.609000000000002,13.478,0.435,0.435
Eduard,70,4.2860000000000005,91.429,0.0,2.8569999999999998,1.429,0.0
Eduardo,911,78.814,10.427999999999999,0.32899999999999996,10.318,0.0,0.11
Edward,10112,4.144,89.221,3.4219999999999997,2.937,0.14800000000000002,0.129
Edwin,1479,19.675,67.41,4.665,7.978,0.068,0.203
Edwina,88,3.409,59.091,26.136,11.364,0.0,0.0
Edyta,19,0.0,100.0,0.0,0.0,0.0,0.0
Effie,46,2.174,69.565,17.391,10.87,0.0,0.0
Efrain,213,93.427,5.6339999999999995,0.0,0.9390000000000001,0.0,0.0
Efren,149,75.168,6.04,0.0,18.792,0.0,0.0
Eileen,2031,2.068,94.485,0.935,2.314,0.098,0.098
Ekaterina,35,0.0,100.0,0.0,0.0,0.0,0.0
Elaina,49,2.041,91.837,4.082,2.041,0.0,0.0
Elaine,2364,2.073,87.775,4.484,5.499,0.085,0.085
Elana,61,3.279,88.525,6.557,1.639,0.0,0.0
Elba,64,87.5,10.937999999999999,0.0,1.5630000000000002,0.0,0.0
Elbert,97,3.093,52.577,37.113,7.216,0.0,0.0
Elda,54,64.815,29.63,5.556,0.0,0.0,0.0
Elden,30,0.0,86.667,6.667000000000001,6.667000000000001,0.0,0.0
Eldon,116,0.0,99.13799999999999,0.0,0.862,0.0,0.0
Eleanor,707,3.536,82.603,7.355,6.223,0.0,0.28300000000000003
Eleanore,30,10.0,80.0,0.0,6.667000000000001,0.0,3.333
Eleazar,51,90.196,5.882000000000001,1.9609999999999999,1.9609999999999999,0.0,0.0
Eleftherios,20,0.0,100.0,0.0,0.0,0.0,0.0
Elena,712,27.107,65.028,0.983,6.461,0.14,0.281
Eleni,59,0.0,94.915,5.085,0.0,0.0,0.0
Eleonora,34,8.824,88.235,0.0,2.9410000000000003,0.0,0.0
Eli,201,10.945,81.095,5.97,1.99,0.0,0.0
Elia,89,74.157,24.719,1.124,0.0,0.0,0.0
Eliana,31,54.839,41.935,3.2260000000000004,0.0,0.0,0.0
Elias,311,48.232,43.73,4.502,3.215,0.322,0.0
Elida,56,87.5,12.5,0.0,0.0,0.0,0.0
Elie,48,6.25,89.583,2.083,2.083,0.0,0.0
Elijah,98,3.0610000000000004,55.102,36.735,4.082,0.0,1.02
Elin,18,0.0,100.0,0.0,0.0,0.0,0.0
Elinor,56,0.0,92.85700000000001,3.571,3.571,0.0,0.0
Elio,32,40.625,59.375,0.0,0.0,0.0,0.0
Eliot,46,13.043,82.609,0.0,4.348,0.0,0.0
Elisa,404,25.495,65.842,1.98,6.436,0.248,0.0
Elisabeth,448,2.679,96.205,0.223,0.67,0.223,0.0
Elise,320,0.938,93.75,3.438,1.25,0.313,0.313
Eliseo,103,87.37899999999999,1.942,0.0,10.68,0.0,0.0
Elisha,87,6.897,83.90799999999999,9.195,0.0,0.0,0.0
Elissa,136,3.676,95.588,0.0,0.0,0.735,0.0
Eliza,94,11.702,60.638000000000005,17.021,9.574,1.064,0.0
Elizabeth,12737,5.9670000000000005,90.54700000000001,1.5230000000000001,1.7590000000000001,0.102,0.102
Elke,49,0.0,100.0,0.0,0.0,0.0,0.0
Ella,237,1.6880000000000002,67.51100000000001,25.738000000000003,3.7969999999999997,1.266,0.0
Ellen,2744,0.7290000000000001,94.971,1.239,2.915,0.109,0.036000000000000004
Ellie,56,8.929,76.786,1.786,12.5,0.0,0.0
Elliot,191,5.236000000000001,85.34,6.2829999999999995,3.141,0.0,0.0
Elliott,201,0.995,82.587,12.437999999999999,3.483,0.498,0.0
Ellis,120,2.5,73.333,23.333000000000002,0.833,0.0,0.0
Ellyn,49,0.0,93.87799999999999,0.0,6.122000000000001,0.0,0.0
Elma,62,33.871,33.871,12.902999999999999,19.355,0.0,0.0
Elmer,320,20.936999999999998,63.75,7.5,6.875,0.625,0.313
Eloisa,55,63.636,21.818,1.818,12.727,0.0,0.0
Eloise,86,13.953,63.953,18.605,2.326,0.0,1.163
Eloy,84,88.095,7.143,1.19,2.381,1.19,0.0
Elpidio,35,48.571000000000005,22.857,0.0,28.570999999999998,0.0,0.0
Elsa,291,56.013999999999996,32.99,4.124,6.529,0.344,0.0
Elsie,221,10.86,66.968,14.027000000000001,6.787000000000001,0.905,0.452
Elton,77,0.0,71.429,24.675,2.597,1.2990000000000002,0.0
Elva,133,71.429,27.068,0.752,0.752,0.0,0.0
Elvia,138,89.13,7.246,2.8989999999999996,0.725,0.0,0.0
Elvin,83,30.12,49.398,13.253,7.229,0.0,0.0
Elvira,239,50.208999999999996,30.962,3.766,14.644,0.0,0.418
Elvis,84,44.048,21.429000000000002,23.81,9.524,0.0,1.19
Elwin,16,0.0,100.0,0.0,0.0,0.0,0.0
Elwood,69,1.449,84.05799999999999,14.493,0.0,0.0,0.0
Elyse,107,1.869,93.458,1.869,1.869,0.0,0.935
Elyssa,19,0.0,100.0,0.0,0.0,0.0,0.0
Elzbieta,62,3.2260000000000004,95.161,1.6130000000000002,0.0,0.0,0.0
Emad,54,1.8519999999999999,77.778,1.8519999999999999,16.667,1.8519999999999999,0.0
Emanuel,128,18.75,57.813,21.094,2.344,0.0,0.0
Emerson,52,9.615,67.308,1.923,17.308,3.846,0.0
Emery,58,3.448,84.48299999999999,8.621,1.724,1.724,0.0
Emil,183,2.7319999999999998,93.443,1.093,2.186,0.546,0.0
Emile,69,7.246,73.913,18.840999999999998,0.0,0.0,0.0
Emilee,33,0.0,96.97,0.0,3.03,0.0,0.0
Emilia,128,46.875,46.093999999999994,0.7809999999999999,6.25,0.0,0.0
Emiliano,48,72.917,12.5,0.0,14.583,0.0,0.0
Emilie,98,1.02,92.85700000000001,1.02,5.102,0.0,0.0
Emilio,195,74.359,21.026,1.026,3.077,0.0,0.513
Emily,2809,1.673,92.02600000000001,1.709,4.2010000000000005,0.142,0.249
Emma,532,24.436,54.511,14.097999999999999,6.202999999999999,0.752,0.0
Emmanuel,295,24.746,28.475,27.458000000000002,19.322,0.0,0.0
Emmett,94,1.064,78.723,18.085,1.064,1.064,0.0
Emory,50,2.0,88.0,10.0,0.0,0.0,0.0
Enedina,27,100.0,0.0,0.0,0.0,0.0,0.0
Enid,49,12.245,73.469,14.286,0.0,0.0,0.0
Enrico,59,15.254000000000001,69.492,3.39,11.864,0.0,0.0
Enrique,658,89.36200000000001,6.382999999999999,0.0,4.255,0.0,0.0
Enriqueta,35,77.143,14.286,0.0,8.571,0.0,0.0
Epifanio,33,84.848,3.03,0.0,12.120999999999999,0.0,0.0
Eran,20,0.0,100.0,0.0,0.0,0.0,0.0
Erasmo,41,90.244,9.756,0.0,0.0,0.0,0.0
Eric,10840,2.97,89.53,3.727,3.4960000000000004,0.129,0.14800000000000002
Erica,1414,9.335,80.057,8.699,1.6269999999999998,0.212,0.071
Erich,194,1.546,97.42299999999999,0.515,0.515,0.0,0.0
Erick,320,30.0,61.875,4.063,3.75,0.313,0.0
Ericka,134,20.896,52.985,26.119,0.0,0.0,0.0
Erik,1674,5.018,92.53299999999999,1.314,1.016,0.11900000000000001,0.0
Erika,948,18.46,73.523,6.224,1.266,0.105,0.42200000000000004
Erin,3413,0.938,97.949,0.469,0.439,0.11699999999999999,0.08800000000000001
Erinn,37,0.0,91.89200000000001,5.405,2.7030000000000003,0.0,0.0
Erlinda,130,10.0,13.077,0.0,76.154,0.0,0.769
Erma,82,3.659,62.195,30.488000000000003,3.659,0.0,0.0
Ernest,1390,9.281,75.252,11.870999999999999,3.094,0.28800000000000003,0.21600000000000003
Ernestina,51,82.353,9.804,5.882000000000001,1.9609999999999999,0.0,0.0
Ernestine,112,11.607000000000001,44.643,41.071000000000005,1.786,0.893,0.0
Ernesto,574,77.7,7.666,0.871,13.763,0.0,0.0
Ernie,133,24.06,59.398,3.008,12.03,0.752,0.752
Ernst,36,0.0,66.667,33.333,0.0,0.0,0.0
Errol,93,1.075,43.011,49.461999999999996,5.376,1.075,0.0
Ervin,97,7.216,70.10300000000001,22.68,0.0,0.0,0.0
Erwin,157,13.376,55.413999999999994,5.096,25.478,0.0,0.637
Eryn,32,0.0,96.875,3.125,0.0,0.0,0.0
Esmeralda,134,82.836,9.701,1.493,5.97,0.0,0.0
Esperanza,209,84.211,8.134,0.478,7.1770000000000005,0.0,0.0
Essie,34,2.9410000000000003,14.706,79.41199999999999,2.9410000000000003,0.0,0.0
Esteban,178,89.32600000000001,7.865,0.0,2.8089999999999997,0.0,0.0
Estela,157,82.166,10.828,0.637,5.732,0.0,0.637
Estella,95,52.632,28.421,12.632,5.263,0.0,1.053
Estelle,82,4.878,85.366,9.756,0.0,0.0,0.0
Ester,60,33.333,41.667,8.333,16.667,0.0,0.0
Esther,878,25.513,52.961000000000006,10.364,10.364,0.569,0.228
Estrella,52,32.692,13.462,0.0,53.846000000000004,0.0,0.0
Ethan,257,1.556,94.163,0.389,3.502,0.0,0.389
Ethel,278,4.317,60.791000000000004,28.776999999999997,5.0360000000000005,0.7190000000000001,0.36
Etta,45,2.222,64.444,28.889,2.222,0.0,2.222
Eugene,2189,2.741,84.65100000000001,6.67,5.71,0.046,0.183
Eugenia,226,18.584,70.796,6.195,4.425,0.0,0.0
Eugenio,102,74.51,17.647000000000002,0.0,7.843,0.0,0.0
Eula,46,0.0,50.0,50.0,0.0,0.0,0.0
Eulalia,34,67.64699999999999,29.412,0.0,2.9410000000000003,0.0,0.0
Eun,134,0.746,2.239,0.0,96.26899999999999,0.0,0.746
Eunice,222,11.261,43.693999999999996,22.523000000000003,21.622,0.9009999999999999,0.0
Eusebio,59,83.051,6.78,3.39,6.78,0.0,0.0
Eva,898,20.824,67.595,5.234,5.902,0.223,0.223
Evan,651,1.69,94.931,1.229,1.9969999999999999,0.0,0.154
Evangelina,100,83.0,14.0,0.0,3.0,0.0,0.0
Evangeline,139,12.95,41.727,7.914,35.971,0.7190000000000001,0.7190000000000001
Evangelos,27,0.0,100.0,0.0,0.0,0.0,0.0
Evans,30,3.333,56.667,40.0,0.0,0.0,0.0
Eve,164,3.659,92.073,0.61,3.659,0.0,0.0
Evelia,46,97.82600000000001,2.174,0.0,0.0,0.0,0.0
Evelina,34,32.353,61.765,0.0,5.882000000000001,0.0,0.0
Evelyn,1379,13.706,66.497,11.312999999999999,7.832000000000001,0.218,0.435
Everardo,58,96.552,3.448,0.0,0.0,0.0,0.0
Everett,296,0.6759999999999999,86.824,9.797,2.365,0.0,0.33799999999999997
Evette,32,18.75,43.75,37.5,0.0,0.0,0.0
Evonne,49,0.0,79.592,18.367,2.041,0.0,0.0
Ewa,100,1.0,98.0,0.0,1.0,0.0,0.0
Eyal,21,0.0,100.0,0.0,0.0,0.0,0.0
Ezequiel,72,95.833,4.167,0.0,0.0,0.0,0.0
Ezra,54,0.0,77.778,16.667,5.556,0.0,0.0
Fabian,113,66.372,23.009,7.08,3.54,0.0,0.0
Fabio,56,32.143,66.071,1.786,0.0,0.0,0.0
Fabiola,85,81.176,16.471,2.353,0.0,0.0,0.0
Fadi,45,0.0,88.889,0.0,11.110999999999999,0.0,0.0
Fae,15,0.0,100.0,0.0,0.0,0.0,0.0
Faisal,47,2.128,44.681000000000004,0.0,51.06399999999999,2.128,0.0
Faith,384,1.8230000000000002,88.021,5.99,3.385,0.521,0.26
Fan,54,0.0,3.7039999999999997,0.0,96.296,0.0,0.0
Fang,56,0.0,0.0,0.0,100.0,0.0,0.0
Fannie,60,1.6669999999999998,25.0,66.667,6.667000000000001,0.0,0.0
Fanny,70,41.428999999999995,21.429000000000002,0.0,37.143,0.0,0.0
Farah,57,3.509,57.895,10.526,28.07,0.0,0.0
Farhad,64,0.0,76.563,0.0,23.438000000000002,0.0,0.0
Fariborz,17,0.0,100.0,0.0,0.0,0.0,0.0
Farid,56,1.786,73.214,1.786,21.429000000000002,1.786,0.0
Farida,33,3.03,39.394,3.03,51.515,3.03,0.0
Farrah,45,2.222,68.889,15.556,13.333,0.0,0.0
Fatima,142,21.127,48.592,7.042000000000001,21.127,1.4080000000000001,0.7040000000000001
Faustino,65,84.615,10.769,1.538,3.077,0.0,0.0
Fausto,62,83.87100000000001,16.129,0.0,0.0,0.0,0.0
Fawn,31,3.2260000000000004,96.774,0.0,0.0,0.0,0.0
Fay,146,0.0,80.822,7.534,10.959000000000001,0.0,0.685
Faye,329,0.912,81.459,10.638,6.687,0.304,0.0
Fe,56,23.214000000000002,12.5,0.0,64.286,0.0,0.0
Federico,156,75.0,15.385,0.6409999999999999,8.333,0.0,0.6409999999999999
Fei,46,0.0,2.174,0.0,97.82600000000001,0.0,0.0
Felecia,47,2.128,31.915,65.957,0.0,0.0,0.0
Felice,58,3.448,87.931,8.621,0.0,0.0,0.0
Felicia,448,7.5889999999999995,56.027,33.259,2.455,0.446,0.223
Feliciano,48,62.5,20.833000000000002,0.0,16.667,0.0,0.0
Felicitas,42,66.667,11.905,2.381,19.048,0.0,0.0
Felipe,413,90.557,3.6319999999999997,0.726,4.6,0.484,0.0
Felix,504,55.952,27.579,6.944,9.127,0.397,0.0
Fen,18,0.0,0.0,0.0,100.0,0.0,0.0
Feng,134,1.493,0.746,0.0,97.76100000000001,0.0,0.0
Ferdinand,101,17.822,38.614000000000004,3.96,39.604,0.0,0.0
Fermin,67,88.06,4.478,0.0,7.462999999999999,0.0,0.0
Fern,72,0.0,90.27799999999999,6.944,1.389,1.389,0.0
Fernanda,47,25.531999999999996,70.21300000000001,4.255,0.0,0.0,0.0
Fernando,983,78.637,14.852,0.61,5.7989999999999995,0.102,0.0
Fidel,177,90.395,4.52,1.13,3.39,0.565,0.0
Fidencio,30,90.0,6.667000000000001,0.0,3.333,0.0,0.0
Filiberto,52,92.30799999999999,7.692,0.0,0.0,0.0,0.0
Filomena,56,17.857,58.928999999999995,0.0,23.214000000000002,0.0,0.0
Fiona,107,0.935,86.916,2.804,9.346,0.0,0.0
Flavia,33,33.333,54.545,6.061,6.061,0.0,0.0
Flavio,51,86.275,13.725,0.0,0.0,0.0,0.0
Fletcher,30,0.0,80.0,20.0,0.0,0.0,0.0
Flor,88,82.955,12.5,0.0,4.545,0.0,0.0
Flora,181,24.309,46.961000000000006,11.05,17.68,0.0,0.0
Florence,505,1.98,75.248,13.860999999999999,8.515,0.396,0.0
Florencio,53,71.69800000000001,9.434,0.0,18.868,0.0,0.0
Florentino,62,80.645,4.8389999999999995,0.0,14.515999999999998,0.0,0.0
Florian,41,4.878,92.68299999999999,0.0,2.439,0.0,0.0
Florin,31,3.2260000000000004,96.774,0.0,0.0,0.0,0.0
Floyd,501,0.998,82.834,12.974,2.595,0.2,0.39899999999999997
Fonda,35,0.0,88.571,11.429,0.0,0.0,0.0
Ford,16,0.0,100.0,0.0,0.0,0.0,0.0
Forest,58,0.0,91.37899999999999,5.172000000000001,3.448,0.0,0.0
Forrest,256,0.391,95.31299999999999,3.125,1.172,0.0,0.0
Fran,90,0.0,96.667,1.111,1.111,0.0,1.111
Frances,2026,6.96,83.81,5.726,2.9619999999999997,0.247,0.29600000000000004
Francesca,142,4.225,92.25399999999999,2.8169999999999997,0.7040000000000001,0.0,0.0
Francesco,121,2.479,97.521,0.0,0.0,0.0,0.0
Francine,409,2.9339999999999997,86.30799999999999,8.802,1.222,0.244,0.489
Francis,2114,2.271,88.26899999999999,3.075,6.197,0.095,0.095
Francisca,198,82.82799999999999,7.5760000000000005,4.04,5.556,0.0,0.0
Francisco,1884,87.898,8.652000000000001,0.159,3.2910000000000004,0.0,0.0
Franco,89,17.977999999999998,75.281,3.3710000000000004,3.3710000000000004,0.0,0.0
Francois,61,1.639,78.689,14.754000000000001,4.918,0.0,0.0
Frank,6611,7.002999999999999,86.855,2.904,2.859,0.287,0.091
Frankie,179,10.615,67.598,15.642000000000001,5.587000000000001,0.5589999999999999,0.0
Franklin,723,8.99,74.827,9.129,6.638999999999999,0.138,0.27699999999999997
Franklyn,35,17.143,68.571,11.429,2.8569999999999998,0.0,0.0
Franz,38,13.158,81.579,0.0,5.263,0.0,0.0
Fred,1773,3.892,87.874,4.738,3.0460000000000003,0.16899999999999998,0.282
Freda,102,1.9609999999999999,81.373,14.706,1.9609999999999999,0.0,0.0
Freddie,214,12.617,44.393,36.449,5.607,0.0,0.935
Freddy,123,62.602,26.829,6.504,4.065,0.0,0.0
Frederic,201,2.488,91.542,2.985,2.985,0.0,0.0
Frederick,2397,0.9179999999999999,89.48700000000001,6.675,2.67,0.083,0.16699999999999998
Fredric,104,0.0,98.07700000000001,1.923,0.0,0.0,0.0
Fredrick,281,1.068,82.91799999999999,14.235,0.7120000000000001,1.068,0.0
Fredy,59,84.74600000000001,8.475,0.0,6.78,0.0,0.0
Frieda,49,2.041,81.633,6.122000000000001,10.204,0.0,0.0
Friedrich,18,0.0,100.0,0.0,0.0,0.0,0.0
Fritz,51,1.9609999999999999,76.471,17.647000000000002,3.9219999999999997,0.0,0.0
Fu,33,3.03,0.0,0.0,96.97,0.0,0.0
Gabino,37,97.29700000000001,2.7030000000000003,0.0,0.0,0.0,0.0
Gabriel,1051,49.286,45.956,2.188,2.2840000000000003,0.0,0.285
Gabriela,294,62.585,36.395,0.34,0.0,0.34,0.34
Gabriele,65,4.615,95.385,0.0,0.0,0.0,0.0
Gabriella,71,12.675999999999998,85.915,0.0,0.0,0.0,1.4080000000000001
Gabrielle,199,2.513,89.95,5.528,0.503,0.503,1.005
Gaetano,63,0.0,98.413,0.0,1.587,0.0,0.0
Gail,2620,0.573,93.473,4.16,1.641,0.0,0.153
Gale,325,1.2309999999999999,89.538,6.462000000000001,2.4619999999999997,0.308,0.0
Galen,145,1.379,93.79299999999999,1.379,3.448,0.0,0.0
Galina,131,0.0,98.473,0.0,1.527,0.0,0.0
Ganesh,65,1.538,20.0,0.0,78.462,0.0,0.0
Gang,76,0.0,1.3159999999999998,0.0,98.684,0.0,0.0
Garen,18,0.0,100.0,0.0,0.0,0.0,0.0
Gareth,49,2.041,87.755,2.041,6.122000000000001,0.0,2.041
Garland,97,1.031,83.505,15.464,0.0,0.0,0.0
Garnet,35,2.8569999999999998,80.0,17.143,0.0,0.0,0.0
Garret,72,0.0,88.889,1.389,9.722000000000001,0.0,0.0
Garrett,476,1.261,92.43700000000001,2.311,3.782,0.21,0.0
Garrick,39,0.0,79.487,7.692,10.255999999999998,2.5639999999999996,0.0
Garrison,20,0.0,100.0,0.0,0.0,0.0,0.0
Garry,425,0.941,92.471,4.0,2.588,0.0,0.0
Garth,152,0.0,90.789,7.237,1.3159999999999998,0.0,0.6579999999999999
Gary,12141,0.799,95.396,1.68,1.903,0.091,0.132
Gaspar,31,77.419,16.129,0.0,6.452000000000001,0.0,0.0
Gaurav,49,0.0,18.367,0.0,79.592,2.041,0.0
Gautam,38,5.263,15.789000000000001,0.0,76.316,2.6319999999999997,0.0
Gavin,204,1.9609999999999999,90.686,1.9609999999999999,4.902,0.49,0.0
Gay,166,0.0,94.57799999999999,2.41,2.41,0.0,0.602
Gaye,74,2.7030000000000003,94.595,2.7030000000000003,0.0,0.0,0.0
Gayla,118,1.695,94.068,3.39,0.0,0.847,0.0
Gayle,916,1.092,94.76,2.62,1.31,0.0,0.218
Gaylen,21,0.0,100.0,0.0,0.0,0.0,0.0
Gaylene,41,0.0,100.0,0.0,0.0,0.0,0.0
Gaylord,39,0.0,94.87200000000001,2.5639999999999996,0.0,0.0,2.5639999999999996
Ge,19,0.0,0.0,0.0,100.0,0.0,0.0
Geeta,65,0.0,29.230999999999998,1.538,67.692,0.0,1.538
Geetha,37,0.0,16.215999999999998,2.7030000000000003,81.081,0.0,0.0
Gemma,57,8.772,54.386,1.754,35.088,0.0,0.0
Gena,127,3.15,90.551,3.937,2.362,0.0,0.0
Genaro,86,90.698,3.488,0.0,5.814,0.0,0.0
Gene,868,1.2670000000000001,89.86200000000001,4.378,4.147,0.115,0.23
Geneva,140,2.8569999999999998,67.143,27.143,1.429,0.7140000000000001,0.7140000000000001
Genevieve,301,8.306000000000001,81.72800000000001,3.654,5.316,0.997,0.0
Gennady,31,0.0,100.0,0.0,0.0,0.0,0.0
Gennaro,44,2.273,97.727,0.0,0.0,0.0,0.0
Genoveva,51,72.54899999999999,15.686,0.0,11.765,0.0,0.0
Geoff,90,1.111,97.77799999999999,0.0,1.111,0.0,0.0
Geoffrey,1066,0.938,95.779,0.8440000000000001,2.345,0.0,0.094
Georg,19,0.0,100.0,0.0,0.0,0.0,0.0
George,9261,4.708,86.945,4.891,3.088,0.19399999999999998,0.17300000000000001
Georgene,37,2.7030000000000003,94.595,2.7030000000000003,0.0,0.0,0.0
Georgette,95,2.105,82.105,13.684000000000001,2.105,0.0,0.0
Georgi,18,0.0,100.0,0.0,0.0,0.0,0.0
Georgia,563,3.197,86.323,9.236,0.888,0.355,0.0
Georgiana,41,4.878,87.805,4.878,2.439,0.0,0.0
Georgianna,37,5.405,89.189,0.0,0.0,2.7030000000000003,2.7030000000000003
Georgina,178,41.573,48.876000000000005,6.742000000000001,2.247,0.562,0.0
Gerald,4331,1.247,93.37299999999999,3.6710000000000003,1.4080000000000001,0.162,0.139
Geraldine,973,5.653,78.109,12.847000000000001,3.1860000000000004,0.10300000000000001,0.10300000000000001
Geralyn,82,1.22,93.902,1.22,0.0,0.0,3.659
Gerard,852,2.347,91.315,3.7560000000000002,2.23,0.0,0.35200000000000004
Gerardo,603,86.235,8.458,0.0,5.307,0.0,0.0
Gerd,19,0.0,100.0,0.0,0.0,0.0,0.0
Gerhard,72,1.389,98.611,0.0,0.0,0.0,0.0
Geri,137,0.73,97.08,2.19,0.0,0.0,0.0
Germaine,52,7.692,75.0,15.385,1.923,0.0,0.0
German,154,81.818,15.584000000000001,0.649,1.9480000000000002,0.0,0.0
Geronimo,45,75.556,6.667000000000001,0.0,15.556,2.222,0.0
Gerri,66,1.515,95.455,3.03,0.0,0.0,0.0
Gerrie,15,0.0,100.0,0.0,0.0,0.0,0.0
Gerry,191,4.712,85.86399999999999,5.236000000000001,4.188,0.0,0.0
Gertrude,168,2.381,72.619,22.619,1.786,0.0,0.595
Ghassan,48,0.0,89.583,0.0,10.417,0.0,0.0
Gheorghe,36,0.0,100.0,0.0,0.0,0.0,0.0
Gia,43,4.651,69.767,11.628,13.953,0.0,0.0
Giancarlo,31,22.581,77.419,0.0,0.0,0.0,0.0
Giang,41,0.0,0.0,0.0,100.0,0.0,0.0
Giao,17,0.0,0.0,0.0,100.0,0.0,0.0
Gideon,42,2.381,83.333,4.762,9.524,0.0,0.0
Gigi,55,7.273,74.545,3.636,14.545,0.0,0.0
Gil,113,23.894000000000002,53.982,0.0,22.124000000000002,0.0,0.0
